19,26
0,17
24,29
9,14
5,12
5,15
0,19
10,18
2,14
5,23
10,24
1,26
8,21
12,16
1,14
4,7
14,29
6,22
2,5
14,27
13,21
11,13
0,23
8,13
11,25
5,10
23,24
0,11
10,27
2,10
12,21
1,21
13,18
15,25
2,6
11,16
8,22
8,10
6,16
17,21
5,14
7,29
6,17
6,28
18,21
8,17
8,25
11,15
7,15
5,22
7,12
2,15
2,17
17,20
4,16
14,22
8,24
17,18
15,26
9,26
2,25
6,18
15,17
3,19
4,5
9,22
23,25
5,28
6,15
6,7
14,21
10,28
12,19
3,26
4,20
4,28
0,3
21,22
8,12
16,25
12,26
2,16
15,23
14,17
10,14
1,18
5,16
14,26
1,12
0,29
25,26
11,28
6,11
9,13
4,12
6,12
10,20
22,23
5,17
17,26
11,24
16,19
4,24
20,22
11,27
21,27
0,8
8,27
0,28
4,19
2,26
18,25
24,26
0,25
16,24
1,13
17,23
3,18
0,18
2,3
2,13
6,21
13,19
19,21
15,19
12,14
9,11
2,4
1,17
2,8
19,20
17,29
11,23
0,15
22,27
15,18
4,11
6,27
4,17
4,26
3,20
13,15
26,28
1,6
13,23
25,28
1,3
19,25
9,19
8,11
5,18
8,18
1,20
6,23
5,8
6,26
8,9
10,16
10,25
13,17
12,29
5,29
2,18
7,10
4,8
23,26
0,20
7,22
16,17
8,26
17,19
20,23
9,27
9,24
11,26
3,8
7,8
4,22
2,22
18,26
6,20
7,24
18,19
12,17
14,24
19,24
3,11
2,27
19,28
15,21
13,25
14,16
6,10
4,29
11,17
12,27
9,23
13,27
9,29
3,21
5,13
5,7
16,23
6,9
1,19
1,16
6,13
17,24
13,26
7,26
3,17
22,28
0,16
20,26
1,10
28,29
3,29
3,23
6,14
18,29
4,9
0,7
21,26
9,28
5,9
16,26
5,27
8,29
9,25
20,29
0,2
1,15
3,10
12,18
14,28
12,28
10,21
1,24
13,24
4,25
18,22
7,20
1,28
13,14
3,22
0,27
24,28
0,1
20,28
7,27
17,22
5,26
11,12
4,10
8,15
22,26
0,14
7,11
19,22
25,29
1,4
23,28
0,22
8,23
19,23
3,25
6,24
18,23
3,4
11,29
14,19
15,24
1,27
10,17
20,24
5,24
19,27
7,16
9,15
5,11
3,9
16,28
9,18
20,25
7,23
4,6
16,22
26,27
1,5
1,2
25,27
19,29
7,18
4,18
14,20
8,20
5,19
16,18
12,23
3,15
13,22
9,12
12,25
7,13
1,29
10,19
18,27
7,9
0,5
21,24
11,22
2,23
11,20
13,20
3,28
0,9
21,28
22,24
0,12
20,21
7,19
12,24
3,16
17,25
5,20
15,29
10,15
1,25
12,20
3,12
12,13
3,5
11,14
7,28
21,25
0,6
22,29
0,10
21,29
22,25
0,13
8,14
6,29
18,28
12,15
3,7
5,25
18,24
6,25
7,17
12,22
3,14
6,8
10,23
16,27
2,12
10,29
7,14
10,11
15,28
7,21
0,4
21,23
16,20
5,21
10,13
1,23
16,29
2,11
10,12
1,22
15,16
10,22
4,15
13,29
14,23
4,21
23,27
0,21
15,20
1,7
26,29
4,13
14,15
6,19
11,19
2,20
8,28
0,24
24,25
2,28
18,20
11,21
5,6
9,17
9,20
27,28
1,11
2,19
11,18
17,28
7,25
20,27
2,7
3,13
9,16
9,10
0,26
24,27
3,27
13,16
3,24
15,22
9,21
1,9
27,29
2,29
14,18
23,29
14,25
4,23
13,28
4,14
2,9
10,26
8,16
