1,19
61,88
66,88
51,57
30,53
64,73
60,88
68,87
0,3
36,54
0,21
3,16
61,76
18,23
63,88
71,83
42,53
52,56
15,23
64,87
80,82
67,68
66,68
19,29
18,26
33,35
1,2
8,23
68,78
38,40
65,76
27,28
67,76
45,48
75,86
65,85
28,29
5,15
78,82
66,79
17,29
7,9
61,69
35,44
48,57
21,29
13,21
32,46
65,79
10,22
68,86
15,16
6,16
77,89
66,75
67,79
2,8
32,56
61,85
75,84
67,72
8,10
8,29
11,18
4,22
41,56
35,41
33,36
3,12
7,22
1,14
45,57
13,15
10,11
2,10
32,36
9,13
42,51
10,23
11,26
15,21
70,78
86,88
48,58
31,49
72,85
34,39
71,74
3,5
34,51
79,84
19,24
62,72
36,49
68,73
38,39
20,27
5,25
1,5
80,84
78,89
77,78
62,83
65,86
7,16
32,41
39,49
12,18
41,49
14,31
17,22
25,26
76,84
43,48
74,77
53,54
45,49
12,24
36,39
41,53
77,80
65,71
8,13
75,88
36,55
33,43
4,5
4,14
60,75
16,28
60,85
41,48
5,11
30,40
7,8
0,27
72,78
63,76
61,75
69,71
67,86
60,86
86,87
63,79
1,18
36,42
61,63
2,11
23,26
8,11
9,14
60,72
43,53
73,86
81,85
11,27
12,27
12,22
62,87
41,43
31,52
10,27
5,20
46,58
75,76
73,89
68,71
69,89
62,78
47,53
8,14
69,81
2,22
70,74
7,23
33,38
36,50
35,42
64,65
30,34
6,29
66,69
21,24
40,59
70,86
46,51
6,23
75,78
55,58
32,38
37,57
8,18
14,28
32,42
1,16
16,54
20,25
73,87
39,59
11,16
41,47
9,29
36,47
31,51
64,68
3,20
68,74
37,53
44,51
45,46
60,80
1,11
72,87
53,55
61,87
35,40
70,71
50,51
62,76
7,21
7,24
40,47
37,58
26,27
1,8
17,23
5,26
69,83
39,47
5,29
87,89
6,17
61,79
64,86
16,27
77,87
53,58
63,66
65,80
74,76
14,23
15,27
36,37
31,33
65,69
14,19
3,22
19,27
2,27
42,50
67,85
61,62
82,85
62,80
58,59
74,75
30,47
21,26
79,81
32,34
73,75
38,50
54,59
46,49
7,12
34,53
54,57
15,25
61,83
62,73
30,42
65,67
1,26
32,53
16,26
34,56
7,28
9,17
0,22
33,53
19,23
7,11
62,70
72,81
76,78
64,80
47,56
24,27
6,13
0,4
17,27
31,38
77,85
61,68
75,83
60,81
68,72
73,82
66,86
14,26
30,44
80,83
20,28
1,9
74,87
14,24
43,56
18,25
47,51
5,10
63,81
3,14
48,51
8,28
77,82
44,48
10,20
39,45
6,27
0,8
11,15
10,18
68,89
65,72
76,87
62,84
61,70
62,71
38,51
2,26
11,29
68,84
13,23
72,89
35,48
2,12
6,14
2,9
0,12
32,44
8,62
82,83
43,47
0,24
22,27
2,16
74,85
4,26
80,87
85,88
15,29
69,70
79,83
42,45
76,89
38,53
40,51
46,59
3,7
70,83
37,43
37,49
52,59
10,29
41,50
76,83
12,21
0,7
62,65
69,74
9,19
31,41
