7,27
39,42
11,24
36,55
45,55
17,19
48,53
17,24
0,25
43,58
46,55
52,58
39,48
34,39
14,17
31,45
44,53
37,59
48,50
3,16
26,27
5,18
44,59
6,21
8,9
33,49
32,55
17,27
34,47
30,50
15,21
39,59
0,10
57,58
11,29
37,55
53,59
9,22
0,11
30,51
37,46
0,20
2,20
33,55
47,52
15,28
16,19
30,39
36,39
5,25
50,56
2,15
17,28
32,36
7,21
37,41
34,44
39,41
47,59
9,29
0,28
12,13
16,28
10,14
14,31
52,55
32,39
13,14
36,58
36,46
16,20
21,23
22,29
31,53
40,42
30,52
33,48
8,27
18,26
44,58
6,13
6,7
31,42
11,12
7,24
9,13
3,15
11,21
17,20
8,23
17,29
32,52
30,49
3,18
32,33
4,15
44,51
15,27
47,51
12,26
10,16
16,26
46,47
33,38
40,41
36,49
20,24
33,58
31,54
12,27
31,39
15,24
5,23
17,23
42,43
33,56
4,5
43,56
34,37
6,24
41,52
40,44
43,49
13,17
34,43
34,51
31,59
20,25
49,51
41,46
40,58
13,25
38,44
30,34
42,52
35,41
32,47
5,11
8,18
16,24
5,22
32,53
30,56
36,47
15,19
36,50
25,27
8,12
2,3
22,23
12,28
4,8
32,49
45,59
5,9
41,57
39,43
3,23
6,12
10,24
32,58
7,29
2,19
0,7
18,23
32,41
9,14
33,43
41,58
31,33
3,19
43,45
33,57
12,19
16,21
13,26
19,25
20,26
8,22
8,21
5,15
39,46
38,49
33,46
6,14
41,56
31,43
33,37
12,17
3,10
33,47
22,25
7,22
41,42
4,6
14,25
42,57
19,29
46,53
20,23
31,55
11,15
44,47
10,20
3,14
0,18
48,59
30,45
2,6
54,57
10,15
8,17
34,58
34,57
2,24
35,36
34,50
38,43
30,43
31,50
43,46
2,16
12,24
4,14
26,28
7,26
33,45
45,50
4,24
42,56
32,34
39,49
6,20
32,35
33,54
3,7
19,21
6,11
7,18
32,37
44,48
9,15
43,48
14,19
30,42
36,57
37,42
47,48
42,51
3,27
18,20
42,45
7,12
17,18
3,29
41,47
18,22
0,9
36,53
13,20
34,52
40,52
38,59
37,40
18,19
34,46
2,28
31,56
47,57
0,5
56,57
2,13
38,58
0,2
47,54
6,25
30,44
34,59
8,25
31,48
36,44
5,26
30,35
4,23
21,26
47,49
12,29
10,18
9,20
38,48
34,38
1,6
43,54
1,23
17,21
38,45
22,28
35,58
5,16
24,25
3,13
11,18
31,35
40,49
12,22
40,46
19,22
41,50
5,8
45,48
7,25
19,27
16,22
13,18
21,28
26,29
45,51
38,46
31,46
39,50
46,54
10,23
31,57
20,28
21,22
44,49
11,22
32,42
16,27
37,49
35,46
6,28
18,25
30,48
34,53
40,51
10,27
43,44
31,58
6,27
43,47
42,58
10,17
36,45
42,50
40,48
6,26
3,24
7,14
32,43
5,19
38,54
7,10
34,49
45,57
30,53
36,42
0,23
49,54
4,18
14,22
20,22
42,49
35,42
10,19
40,59
18,24
48,51
5,27
4,22
34,40
41,51
11,16
35,59
37,50
42,48
5,20
2,26
40,53
0,12
14,18
33,44
45,46
51,53
1,11
36,52
2,25
46,56
6,15
32,38
18,27
3,5
20,21
30,57
35,51
39,58
8,16
1,20
31,37
9,23
35,43
39,51
9,26
19,20
31,41
14,16
4,9
37,51
40,43
9,11
35,54
48,54
0,13
14,20
6,9
12,20
32,48
32,57
19,28
36,48
39,44
33,53
32,40
49,56
5,6
30,31
1,12
51,54
37,47
1,24
52,59
46,58
15,18
45,54
1,28
53,57
44,52
33,35
45,52
54,55
2,4
10,13
37,38
45,58
36,38
42,55
6,10
34,36
37,56
9,17
39,45
30,47
38,41
2,27
8,29
20,27
32,45
48,57
0,16
33,52
11,20
5,14
55,57
2,10
2,7
54,58
7,8
35,45
6,29
3,25
18,29
10,25
38,56
2,29
52,54
1,19
33,59
3,22
48,56
0,15
22,27
50,51
0,29
25,26
8,14
3,9
12,14
34,35
15,26
36,51
31,52
32,46
38,47
2,23
14,28
46,50
5,12
11,13
35,37
1,25
53,54
15,20
44,46
44,45
5,17
15,29
43,50
12,25
39,47
1,26
53,55
53,58
1,29
46,52
32,44
3,26
45,56
18,28
41,59
44,55
11,14
8,20
36,43
12,15
40,56
15,23
8,15
34,48
11,25
39,54
37,44
7,28
11,23
39,52
3,20
6,18
41,53
13,28
46,57
0,4
47,56
36,59
8,24
7,9
13,15
30,37
51,59
1,17
16,29
35,40
40,50
12,23
31,38
46,51
19,26
1,21
52,56
55,59
2,12
2,9
55,56
30,59
43,53
42,59
15,22
36,41
36,56
10,12
6,19
41,43
3,12
2,17
57,59
40,47
3,11
14,27
34,41
13,21
0,19
49,50
23,28
9,16
21,27
9,12
37,45
43,52
16,18
49,55
0,24
40,57
11,17
5,7
13,27
6,16
34,55
8,11
23,29
40,55
15,16
42,53
33,51
5,10
37,52
9,19
35,57
7,20
31,32
41,45
47,50
36,40
38,57
10,26
1,27
53,56
3,21
46,48
19,23
2,21
31,40
58,59
2,18
56,59
10,29
39,40
43,51
16,17
10,21
38,52
40,45
12,18
23,25
20,29
4,28
11,26
39,55
39,57
11,28
33,39
33,42
4,25
1,18
52,53
30,41
14,26
7,16
35,53
48,55
0,14
22,26
48,52
30,55
10,28
30,40
8,10
10,22
38,53
21,29
9,10
37,43
35,48
7,11
37,54
9,21
50,59
1,9
27,29
13,16
35,55
49,57
0,26
24,27
41,54
13,29
4,12
6,17
34,56
3,4
31,49
8,28
45,47
35,38
6,23
33,50
46,49
19,24
35,47
35,50
7,13
37,39
8,26
21,25
0,3
47,55
47,58
0,6
2,11
55,58
11,19
7,17
32,51
4,11
31,34
45,49
18,21
3,6
31,51
44,50
17,22
42,47
14,24
14,21
42,44
4,19
33,36
24,26
0,22
49,53
24,29
30,54
38,55
40,54
54,56
2,5
38,50
2,8
54,59
30,58
1,10
51,52
30,33
28,29
1,7
50,57
1,13
51,55
30,36
51,58
1,16
9,25
37,58
38,40
9,28
30,38
38,42
10,11
37,48
9,18
25,28
50,53
1,3
49,59
7,19
35,56
34,54
17,25
44,56
4,7
32,50
4,10
13,24
41,49
4,16
32,59
35,39
0,1
47,53
0,8
48,49
48,58
0,17
23,27
49,52
0,21
8,19
36,54
49,58
0,27
24,28
50,52
1,2
2,22
42,54
15,17
4,29
8,13
37,53
51,56
1,14
4,27
14,29
33,41
38,39
9,27
30,32
15,25
5,13
6,8
33,40
4,26
4,20
4,17
33,34
25,29
1,4
50,54
30,46
5,21
46,59
36,37
5,24
43,57
16,23
41,55
14,15
35,49
35,52
7,15
16,25
43,59
34,42
34,45
5,29
45,53
13,19
41,44
13,22
21,24
11,27
39,56
22,24
13,23
41,48
1,22
52,57
23,26
23,24
44,54
38,51
43,55
4,13
32,56
17,26
44,57
12,21
5,28
4,21
42,46
14,23
37,57
9,24
51,57
1,15
31,36
2,14
56,58
50,58
1,8
27,28
50,55
1,5
3,8
12,16
31,44
39,53
