3,20
2,20
46,59
45,55
52,57
5,11
63,74
46,50
42,48
12,25
14,26
63,72
16,54
3,5
32,43
41,54
6,15
15,22
34,58
19,25
9,25
57,58
73,81
33,56
62,70
23,28
69,89
37,47
37,56
47,57
45,48
61,69
17,24
17,22
64,80
47,50
60,71
11,29
19,21
63,76
5,29
63,67
62,73
7,27
34,54
47,48
2,24
33,52
37,41
61,72
42,55
0,6
20,25
75,88
23,27
65,70
11,22
39,54
62,84
44,50
62,64
63,73
33,59
15,21
5,19
39,53
16,20
14,17
12,23
26,28
48,50
86,89
87,88
33,35
70,84
74,78
9,15
75,80
32,41
53,59
71,74
31,40
9,11
35,53
66,76
78,86
5,28
6,14
79,85
63,64
40,46
8,62
7,19
7,29
64,73
24,27
3,22
60,64
31,34
75,87
82,88
10,22
60,83
52,53
86,87
81,85
11,27
31,45
3,27
39,46
82,87
7,17
68,76
4,29
31,50
16,18
71,85
67,72
64,81
60,70
6,13
13,16
80,81
67,77
40,50
2,5
43,56
17,27
44,59
8,9
38,48
36,55
31,43
45,46
2,27
5,58
6,23
33,36
85,88
22,24
0,28
84,88
40,52
35,36
38,55
62,78
18,20
64,75
41,51
47,54
7,24
40,47
71,83
32,45
38,51
11,28
68,72
43,46
42,54
15,24
32,58
34,52
67,85
12,28
35,43
36,39
45,59
31,39
27,28
45,47
72,82
39,51
70,89
80,84
51,55
43,48
33,50
63,88
34,42
74,87
21,23
4,19
62,75
36,52
10,23
8,22
34,46
1,21
83,88
62,88
40,44
65,84
37,49
71,82
41,59
36,46
44,46
4,7
34,49
47,52
82,85
83,87
31,52
1,20
0,26
13,21
42,52
33,46
81,89
33,38
34,38
3,9
60,77
51,57
66,80
10,11
63,75
6,16
61,76
62,74
62,68
5,6
0,22
49,53
9,10
33,51
52,59
42,49
34,44
1,8
7,25
35,37
10,27
67,74
70,71
64,84
7,28
77,79
62,82
6,9
63,68
38,52
75,89
5,9
37,55
65,77
8,24
65,68
20,27
74,83
5,14
77,78
8,20
65,73
63,81
36,38
15,19
47,56
0,4
41,45
83,89
32,33
34,36
32,40
21,25
32,59
43,53
34,57
84,85
6,21
63,80
3,14
69,88
4,21
3,24
61,64
36,42
64,70
7,14
1,27
53,56
64,68
63,85
39,49
22,28
75,85
28,29
36,51
13,20
69,77
60,79
6,10
7,16
0,3
34,40
2,16
63,78
45,49
15,27
71,76
1,2
4,13
82,86
31,51
63,77
6,18
35,41
18,21
73,80
32,47
10,15
66,84
39,45
73,79
39,40
35,50
73,74
7,8
63,89
1,18
3,23
31,38
80,88
43,54
6,20
34,50
24,25
76,80
70,77
67,87
23,24
2,23
41,43
37,50
74,85
20,29
35,45
37,52
61,67
37,39
11,24
67,89
67,76
10,29
14,15
69,87
19,27
74,82
20,26
76,83
43,57
45,58
67,88
66,78
39,42
35,49
30,52
79,83
1,7
79,80
5,10
30,35
45,57
61,73
38,57
88,89
46,49
70,80
14,27
42,56
65,88
67,78
46,53
69,72
13,15
39,57
4,28
62,66
4,5
61,70
31,46
77,84
30,32
47,59
4,15
61,80
18,24
9,17
66,67
46,48
5,25
62,87
38,50
19,28
16,24
71,86
24,26
34,55
11,14
5,8
65,71
8,18
86,88
44,57
9,26
66,77
11,18
67,83
85,86
32,46
65,72
8,19
64,83
68,82
34,48
16,23
46,47
6,17
12,17
68,78
4,24
61,89
21,26
67,73
10,26
35,47
46,54
40,43
42,57
46,51
33,54
73,86
19,24
15,26
71,75
61,66
3,26
67,86
34,35
60,80
3,12
37,58
63,86
6,27
20,24
74,80
66,79
9,29
60,76
32,53
26,27
76,89
60,66
0,27
49,58
78,89
30,48
53,54
66,70
66,73
9,23
63,65
4,16
61,81
84,87
12,20
68,81
19,22
73,84
69,82
13,25
69,79
84,89
68,71
39,41
76,87
36,57
38,49
62,81
63,83
6,24
33,41
3,19
60,87
61,68
14,31
32,49
11,19
67,81
15,28
43,47
33,53
39,52
4,25
62,63
8,16
66,88
3,21
60,89
11,17
67,82
51,58
1,16
77,85
77,88
30,36
34,41
63,84
6,25
